quarter,state,code,unemployment,frustration,calls
2021-Q1,Idaho,ID,4.5,4.4,7.333333333333333
2021-Q1,Illinois,IL,8.4,5.967741935483871,60.0
2021-Q1,Indiana,IN,4.7,4.275862068965517,31.0
2021-Q1,Iowa,IA,5.0,4.052631578947368,16.0
2021-Q1,Kansas,KS,5.3,6.25,15.333333333333334
2021-Q1,Kentucky,KY,5.3,6.15,19.333333333333332
2021-Q1,Louisiana,LA,7.6,6.0,19.666666666666668
2021-Q1,Maine,ME,6.4,6.4,7.0
2021-Q1,Maryland,MD,6.4,6.2,24.0
2021-Q1,Massachusetts,MA,7.5,6.2105263157894735,36.333333333333336
2021-Q1,Michigan,MI,6.1,6.02,55.333333333333336
2021-Q1,Minnesota,MN,5.0,4.111111111111111,26.666666666666668
2021-Q1,Mississippi,MS,6.2,5.8,13.0
2021-Q1,Missouri,MO,5.2,6.09375,34.0
2021-Q1,Montana,MT,5.0,4.75,5.333333333333333
2021-Q1,Nebraska,NE,3.2,4.545454545454546,8.666666666666666
2021-Q1,Nevada,NV,8.4,4.933333333333334,17.0
2021-Q1,New Hampshire,NH,4.0,4.25,7.666666666666667
2021-Q1,New Jersey,NJ,8.2,4.2,49.666666666666664
2021-Q1,New Mexico,NM,9.1,3.9166666666666665,10.0
2021-Q1,New York,NY,9.7,4.142857142857143,98.66666666666667
2021-Q1,North Carolina,NC,6.0,5.804878048780488,46.333333333333336
2021-Q1,North Dakota,ND,5.5,6.0,3.0
2021-Q1,Ohio,OH,6.0,6.049180327868853,55.333333333333336
2021-Q1,Oklahoma,OK,5.1,6.2631578947368425,17.666666666666668
2021-Q1,Oregon,OR,7.1,6.086956521739131,23.333333333333332
2021-Q1,Pennsylvania,PA,8.0,5.818181818181818,65.0
2021-Q1,Rhode Island,RI,8.5,6.833333333333333,6.0
2021-Q1,South Carolina,SC,5.4,6.111111111111111,24.666666666666668
2021-Q1,South Dakota,SD,3.6,6.0,3.3333333333333335
2021-Q1,Tennessee,TN,5.4,5.925,30.333333333333332
2021-Q1,Texas,TX,7.5,5.959016393442623,127.33333333333333
2021-Q1,Utah,UT,3.6,4.375,12.333333333333334
2021-Q1,Vermont,VT,3.7,5.0,4.0
2021-Q1,Virginia,VA,5.7,6.090909090909091,43.333333333333336
2021-Q1,Washington,WA,6.8,5.926829268292683,38.333333333333336
2021-Q1,West Virginia,WV,7.1,6.571428571428571,8.0
2021-Q1,Wisconsin,WI,4.9,4.463414634146342,35.333333333333336
2021-Q1,Wyoming,WY,6.5,5.8,5.666666666666667
2021-Q2,Alabama,AL,2.9,3.9310344827586206,29.0
2021-Q2,Alaska,AK,7.5,6.0,2.0
2021-Q2,Arizona,AZ,6.4,5.967741935483871,31.0
2021-Q2,Arkansas,AR,4.1,4.285714285714286,14.0
2021-Q2,California,CA,8.1,4.161290322580645,186.0
2021-Q2,Colorado,CO,6.3,6.0,34.0
2021-Q2,Connecticut,CT,7.6,5.869565217391305,23.0
2021-Q2,Delaware,DE,6.1,5.25,8.0
2021-Q2,District of Columbia,DC,6.6,6.0,3.0
2021-Q2,Florida,FL,5.1,6.06140350877193,114.0
2021-Q2,Georgia,GA,3.8,4.350877192982456,57.0
2021-Q2,Hawaii,HI,8.1,3.0,3.0
2021-Q2,Idaho,ID,3.4,3.6666666666666665,12.0
2021-Q2,Illinois,IL,7.1,5.953846153846154,65.0
2021-Q2,Indiana,IN,4.2,4.291666666666667,24.0
2021-Q2,Iowa,IA,3.8,3.4444444444444446,18.0
2021-Q2,Kansas,KS,3.4,3.4375,16.0
2021-Q2,Kentucky,KY,3.8,4.0,15.0
2021-Q2,Louisiana,LA,6.6,6.235294117647059,17.0
2021-Q2,Maine,ME,5.3,5.555555555555555,9.0
2021-Q2,Maryland,MD,5.8,6.0256410256410255,39.0
2021-Q2,Massachusetts,MA,5.9,5.926829268292683,41.0
2021-Q2,Michigan,MI,4.6,3.8545454545454545,55.0
2021-Q2,Minnesota,MN,4.1,3.9655172413793105,29.0
2021-Q2,Mississippi,MS,5.8,5.8,10.0
2021-Q2,Missouri,MO,4.0,4.045454545454546,22.0
2021-Q2,Montana,MT,3.8,4.111111111111111,9.0
2021-Q2,Nebraska,NE,2.4,2.1818181818181817,11.0
2021-Q2,Nevada,NV,7.9,2.0,14.0
2021-Q2,New Hampshire,NH,2.7,3.375,8.0
2021-Q2,New Jersey,NJ,7.2,5.927272727272728,55.0
2021-Q2,New Mexico,NM,7.6,5.9,10.0
2021-Q2,New York,NY,7.8,5.9714285714285715,105.0
2021-Q2,North Carolina,NC,4.4,4.096774193548387,62.0
2021-Q2,North Dakota,ND,4.1,3.0,3.0
2021-Q2,Ohio,OH,4.7,3.7241379310344827,58.0
2021-Q2,Oklahoma,OK,4.3,4.037037037037037,27.0
2021-Q2,Oregon,OR,6.2,6.37037037037037,27.0
2021-Q2,Pennsylvania,PA,6.1,6.188405797101449,69.0
2021-Q2,Rhode Island,RI,5.1,6.5,8.0
2021-Q2,South Carolina,SC,4.4,3.5,18.0
2021-Q2,South Dakota,SD,3.0,4.166666666666667,6.0
2021-Q2,Tennessee,TN,4.7,4.4,30.0
2021-Q2,Texas,TX,6.3,5.978571428571429,140.0
2021-Q2,Utah,UT,2.8,3.25,8.0
2021-Q2,Vermont,VT,3.0,3.5,2.0
2021-Q2,Virginia,VA,3.9,4.025,40.0
2021-Q2,Washington,WA,6.1,6.06,50.0
2021-Q2,West Virginia,WV,5.7,5.909090909090909,11.0
2021-Q2,Wisconsin,WI,4.3,4.0,29.0
2021-Q2,Wyoming,WY,5.6,6.25,4.0
